Date,Parameters,Age_Group
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",2
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",3
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",4
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",5
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
05.04.2019,"Low, Low",6
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",1
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",2
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",3
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",4
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
06.04.2019,"Low, Low",5
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",1
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",2
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",3
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",4
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
07.04.2019,"Low, Low",5
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",1
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",2
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",3
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",4
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
08.04.2019,"Low, Low",5
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
09.04.2019,"Low, Low",1
